,inct_folder,nome_instituicao_empresa,uf,n_pesquisadores,nome_inct,area
636,Microrganismos_Promotores_do,Embrapa Sede,DF,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
637,Microrganismos_Promotores_do,Embrapa Semiárido,PE,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
638,Microrganismos_Promotores_do,Embrapa Soja,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
639,Microrganismos_Promotores_do,Embrapa Soja,TO,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
640,Microrganismos_Promotores_do,Embrapa Tabuleiros Costeiros,SE,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
641,Microrganismos_Promotores_do,Embrapa semi-árido,PE,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
642,Microrganismos_Promotores_do,Embrapa- Centro Nacional de Pesquisa Milho e Sorgo,MG,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
643,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,AL,3,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
644,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,DF,9,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
645,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,GO,8,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
646,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,MG,7,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
647,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,MS,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
648,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,PE,3,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
649,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,PI,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
650,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,PR,7,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
651,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,RJ,19,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
652,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,RR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
653,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,RS,6,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
654,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,SE,2,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
655,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária,SP,2,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
656,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária - Embrapa Agrobiologia,RJ,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
657,Microrganismos_Promotores_do,Empresa Brasileira de Pesquisa Agropecuária Centro Nac Pesq Agrobiologia,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
658,Microrganismos_Promotores_do,Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais,MG,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
659,Microrganismos_Promotores_do,Empresa de Pesquisa Agropecuária do Estado do Rio de Janeiro,RJ,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
660,Microrganismos_Promotores_do,Faculdade de Ciências Agrárias de Araripina,PE,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
661,Microrganismos_Promotores_do,Instituto Agronômico do Paraná,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
662,Microrganismos_Promotores_do,Instituto Federal Goiano,GO,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
663,Microrganismos_Promotores_do,Instituto de Desenvolvimento Rural do Paraná,PR,2,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
664,Microrganismos_Promotores_do,NA,DF,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
665,Microrganismos_Promotores_do,NA,NA,84,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
666,Microrganismos_Promotores_do,Orion Tecnologia e Sistemas Agrícolas,SP,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
667,Microrganismos_Promotores_do,Prati-Donaduzzi,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
668,Microrganismos_Promotores_do,Total Biotecnologia Indústria e Comércio,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
669,Microrganismos_Promotores_do,Total Biotecnologia Indústria e Comércio Ltda,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
670,Microrganismos_Promotores_do,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,2,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
671,Microrganismos_Promotores_do,Universidade Estadual de Londrina,PR,9,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
672,Microrganismos_Promotores_do,Universidade Estadual de Londrina (UEL),PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
673,Microrganismos_Promotores_do,Universidade Estadual do Norte do Paraná,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
674,Microrganismos_Promotores_do,Universidade Federal Rural do Rio de Janeiro,RJ,6,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
675,Microrganismos_Promotores_do,Universidade Federal Rural do Semi-Árido,RN,2,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
676,Microrganismos_Promotores_do,Universidade Federal da Paraíba,PB,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
677,Microrganismos_Promotores_do,Universidade Federal de Lavras,MG,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
678,Microrganismos_Promotores_do,Universidade Federal de Minas Gerais,MG,2,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
679,Microrganismos_Promotores_do,Universidade Federal de Pernambuco,PE,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
680,Microrganismos_Promotores_do,Universidade Federal de Sergipe,SE,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
681,Microrganismos_Promotores_do,Universidade Federal de São João Del-Rei,MG,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
682,Microrganismos_Promotores_do,Universidade Federal do Paraná,PR,6,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
683,Microrganismos_Promotores_do,Universidade Federal do Piauí,PI,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
684,Microrganismos_Promotores_do,Universidade Norte do Paraná,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
685,Microrganismos_Promotores_do,Universidade Positivo,PR,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
686,Microrganismos_Promotores_do,Universidade Tecnológica Federal do Paraná,PR,3,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
687,Microrganismos_Promotores_do,Universidade de São Paulo,SP,2,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
688,Microrganismos_Promotores_do,Universidade do Estado da Bahia,BA,5,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
689,Microrganismos_Promotores_do,VITTIA S.A.,SP,1,INCT Microrganismos Promotores do Crescimento de Plantas visando à Sustentabilidade Agrícola e à Responsabilidade Ambiental,Ciências Agrárias e Agronegócios
690,Nanotecnologia_Farmacêutica_um,Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia,RJ,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
691,Nanotecnologia_Farmacêutica_um,Instituto de Física da Universidade de São Paulo,SP,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
692,Nanotecnologia_Farmacêutica_um,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,NA,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
693,Nanotecnologia_Farmacêutica_um,NA,NA,2,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
694,Nanotecnologia_Farmacêutica_um,SMF - Bioplus - Desenvolvimento de Pesquisas Tecnológicas e Químicas Ltda.,SP,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
695,Nanotecnologia_Farmacêutica_um,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,2,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
696,Nanotecnologia_Farmacêutica_um,Universidade Estadual de Campinas,SP,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
697,Nanotecnologia_Farmacêutica_um,Universidade Federal de Goiás,GO,3,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
698,Nanotecnologia_Farmacêutica_um,Universidade Federal de Minas Gerais,MG,2,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
699,Nanotecnologia_Farmacêutica_um,Universidade Federal de Ouro Preto,MG,4,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
700,Nanotecnologia_Farmacêutica_um,Universidade Federal de Pelotas,RS,2,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
701,Nanotecnologia_Farmacêutica_um,Universidade Federal de Pernambuco,PE,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
702,Nanotecnologia_Farmacêutica_um,Universidade Federal de Santa Catarina,SC,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
703,Nanotecnologia_Farmacêutica_um,Universidade Federal de Santa Maria,RS,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
704,Nanotecnologia_Farmacêutica_um,Universidade Federal do Rio Grande do Sul,RS,5,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
705,Nanotecnologia_Farmacêutica_um,Universidade Federal do Rio de Janeiro,RJ,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
706,Nanotecnologia_Farmacêutica_um,Universidade Federal do Vale do São Francisco,PE,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
707,Nanotecnologia_Farmacêutica_um,Universidade de Brasília,DF,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
708,Nanotecnologia_Farmacêutica_um,Universidade de Sorocaba,SP,1,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
709,Nanotecnologia_Farmacêutica_um,Universidade de São Paulo,SP,23,INCT Nanotecnologia Farmacêutica: uma abordagem transdisciplinar (INCT-NANOFARMA),Saúde
710,Neuroimmunomodulação,"Centre de Recherche en Myologie, Sorbonne Université, INSERM UMR 974, Paris",NA,1,INCT Neuroimmunomodulação,Ciências Biológicas
711,Neuroimmunomodulação,Centro de Pesquisas Gonçalo Moniz- Fiocruz,BA,1,INCT Neuroimmunomodulação,Ciências Biológicas
712,Neuroimmunomodulação,Clinica Walquíria Nunes,RS,1,INCT Neuroimmunomodulação,Ciências Biológicas
713,Neuroimmunomodulação,Consultório,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
714,Neuroimmunomodulação,Escola Bahiana de Medicina e Saúde Pública,BA,4,INCT Neuroimmunomodulação,Ciências Biológicas
715,Neuroimmunomodulação,Faculdade  Souza Marques,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
716,Neuroimmunomodulação,Fundação Oswaldo Cruz,BA,1,INCT Neuroimmunomodulação,Ciências Biológicas
717,Neuroimmunomodulação,Fundação Oswaldo Cruz,CE,2,INCT Neuroimmunomodulação,Ciências Biológicas
718,Neuroimmunomodulação,Fundação Oswaldo Cruz,MG,1,INCT Neuroimmunomodulação,Ciências Biológicas
719,Neuroimmunomodulação,Fundação Oswaldo Cruz,PE,1,INCT Neuroimmunomodulação,Ciências Biológicas
720,Neuroimmunomodulação,Fundação Oswaldo Cruz,RJ,55,INCT Neuroimmunomodulação,Ciências Biológicas
721,Neuroimmunomodulação,Fundação Oswaldo Cruz - Unidade de Rondônia,RO,1,INCT Neuroimmunomodulação,Ciências Biológicas
722,Neuroimmunomodulação,Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
723,Neuroimmunomodulação,Governo do Estado do Rio de Janeiro,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
724,Neuroimmunomodulação,Hospital Central do Exército,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
725,Neuroimmunomodulação,Hospital Federal de Bonsucesso,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
726,Neuroimmunomodulação,"Instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro",RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
727,Neuroimmunomodulação,Instituto Fernandes Figueira,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
728,Neuroimmunomodulação,Instituto Nacional de Saude,NA,1,INCT Neuroimmunomodulação,Ciências Biológicas
729,Neuroimmunomodulação,Instituto Nacional de Saúde de Moçambique,NA,1,INCT Neuroimmunomodulação,Ciências Biológicas
730,Neuroimmunomodulação,Instituto Oswaldo Cruz/FIOCRUZ,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
731,Neuroimmunomodulação,Instituto de Biologia do Exécito,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
732,Neuroimmunomodulação,Instituto de Puericultura e Pediatria Martagão Gesteira / UFRJ,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
733,Neuroimmunomodulação,Massachusetts General Hospital/Harvard Medical School,NA,1,INCT Neuroimmunomodulação,Ciências Biológicas
734,Neuroimmunomodulação,Monash University,NA,1,INCT Neuroimmunomodulação,Ciências Biológicas
735,Neuroimmunomodulação,NA,NA,41,INCT Neuroimmunomodulação,Ciências Biológicas
736,Neuroimmunomodulação,Oncohiv Serviços Médicos Especializados S C Ltda,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
737,Neuroimmunomodulação,Pontifícia Universidade Católica do Rio Grande do Sul,RS,3,INCT Neuroimmunomodulação,Ciências Biológicas
738,Neuroimmunomodulação,Universidade Ceuma,MA,1,INCT Neuroimmunomodulação,Ciências Biológicas
739,Neuroimmunomodulação,Universidade Estadual de Campinas,SP,5,INCT Neuroimmunomodulação,Ciências Biológicas
740,Neuroimmunomodulação,Universidade Estadual de Goiás,GO,2,INCT Neuroimmunomodulação,Ciências Biológicas
741,Neuroimmunomodulação,Universidade Estadual do Norte Fluminense Darcy Ribeiro,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
742,Neuroimmunomodulação,Universidade Federal Fluminense,RJ,7,INCT Neuroimmunomodulação,Ciências Biológicas
743,Neuroimmunomodulação,Universidade Federal da Bahia,BA,1,INCT Neuroimmunomodulação,Ciências Biológicas
744,Neuroimmunomodulação,Universidade Federal de Alagoas,AL,6,INCT Neuroimmunomodulação,Ciências Biológicas
745,Neuroimmunomodulação,Universidade Federal de Goiás,GO,2,INCT Neuroimmunomodulação,Ciências Biológicas
746,Neuroimmunomodulação,Universidade Federal de Juiz de Fora,MG,1,INCT Neuroimmunomodulação,Ciências Biológicas
747,Neuroimmunomodulação,Universidade Federal de Mato Grosso,MT,1,INCT Neuroimmunomodulação,Ciências Biológicas
748,Neuroimmunomodulação,Universidade Federal do Pará,PA,3,INCT Neuroimmunomodulação,Ciências Biológicas
749,Neuroimmunomodulação,Universidade Federal do Rio Grande do Norte,RN,1,INCT Neuroimmunomodulação,Ciências Biológicas
750,Neuroimmunomodulação,Universidade Federal do Rio Grande do Sul,RS,9,INCT Neuroimmunomodulação,Ciências Biológicas
751,Neuroimmunomodulação,Universidade Federal do Rio de Janeiro,RJ,4,INCT Neuroimmunomodulação,Ciências Biológicas
752,Neuroimmunomodulação,Universidade Federal do Triângulo Mineiro,MG,7,INCT Neuroimmunomodulação,Ciências Biológicas
753,Neuroimmunomodulação,Universidade de Brasília,DF,1,INCT Neuroimmunomodulação,Ciências Biológicas
754,Neuroimmunomodulação,Universidade de São Paulo,SP,2,INCT Neuroimmunomodulação,Ciências Biológicas
755,Neuroimmunomodulação,Universidade do Estado do Rio de Janeiro,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
756,Neuroimmunomodulação,Universidade do Grande Rio,RJ,1,INCT Neuroimmunomodulação,Ciências Biológicas
757,Neuroimmunomodulação,University of Colorado,NA,1,INCT Neuroimmunomodulação,Ciências Biológicas
758,Neuroimmunomodulação,University of Massachusetts Amherst,NA,1,INCT Neuroimmunomodulação,Ciências Biológicas
759,Observatório_Nacional_da,Centro Nacional de Pesquisa em Energia e Materiais,SP,2,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
760,Observatório_Nacional_da,Comissão Nacional de Energia Nuclear,PE,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
761,Observatório_Nacional_da,Empresa Brasileira de Pesquisa Agropecuária,CE,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
762,Observatório_Nacional_da,Empresa Brasileira de Pesquisa Agropecuária,PE,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
763,Observatório_Nacional_da,Institut de Recherche Pour Le Développement,NA,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
764,Observatório_Nacional_da,Institut de Recherche pour le Développement,NA,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
765,Observatório_Nacional_da,Instituto Agronomico de Pernambuco - IPA,PE,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
766,Observatório_Nacional_da,Instituto Agronômico de Pernambuco,PE,5,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
767,Observatório_Nacional_da,"Instituto Federal de Educação, Ciência e Tecnologia da Paraíba - IFPB",PB,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
768,Observatório_Nacional_da,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte",RN,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
769,Observatório_Nacional_da,Instituto Federal do Piauí,PI,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
770,Observatório_Nacional_da,Instituto Nacional de Pesquisas da Amazônia,AM,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
771,Observatório_Nacional_da,Instituto Nacional do Semiárido,PB,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
772,Observatório_Nacional_da,"Ministério da Ciência, Tecnologia e Inovações",PE,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
773,Observatório_Nacional_da,NA,NA,51,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
774,Observatório_Nacional_da,Texas A & M University,NA,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
775,Observatório_Nacional_da,UFRPE,PE,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
776,Observatório_Nacional_da,Universidade Estadual de Ciências da Saúde de Alagoas,AL,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
777,Observatório_Nacional_da,Universidade Federal Rural de Pernambuco,PE,15,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
778,Observatório_Nacional_da,Universidade Federal da Paraíba,PB,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
779,Observatório_Nacional_da,Universidade Federal de Campina Grande,PB,3,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
780,Observatório_Nacional_da,Universidade Federal de Mato Grosso do Sul,MS,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
781,Observatório_Nacional_da,Universidade Federal de Pernambuco,PE,29,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
782,Observatório_Nacional_da,Universidade Federal de Sergipe,SE,1,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
783,Observatório_Nacional_da,Universidade Federal do Agreste de Pernambuco,PE,4,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
784,Observatório_Nacional_da,Universidade Federal do Rio Grande do Norte,RN,4,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
785,Observatório_Nacional_da,Universidade de Pernambuco,PE,2,INCT Observatório Nacional da Dinâmica da Água e de Carbono no Bioma Caatinga (INCT-ONDACBC),"Engenharias, Energias e Tecnologias da Informação"
