,inct_folder,nome_instituicao_empresa,uf,n_pesquisadores,nome_inct,area
0,AS_METRÓPOLES_E,Instituto de Pesquisa e Planejamento Urbano e Regional da UFRJ,RJ,1,"INCT AS METRÓPOLES E O DIREITO À CIDADE: conhecimento, inovação e ação para o desenvolvimento urbano - Programa de Pesquisa da Rede Observatório das Metrópoles 2015-2020","Ciências Humanas, Sociais Aplicadas e Educação"
1,AS_METRÓPOLES_E,NA,NA,1,"INCT AS METRÓPOLES E O DIREITO À CIDADE: conhecimento, inovação e ação para o desenvolvimento urbano - Programa de Pesquisa da Rede Observatório das Metrópoles 2015-2020","Ciências Humanas, Sociais Aplicadas e Educação"
2,AS_METRÓPOLES_E,Universidade Federal de Campina Grande,PB,1,"INCT AS METRÓPOLES E O DIREITO À CIDADE: conhecimento, inovação e ação para o desenvolvimento urbano - Programa de Pesquisa da Rede Observatório das Metrópoles 2015-2020","Ciências Humanas, Sociais Aplicadas e Educação"
3,AS_METRÓPOLES_E,Universidade Federal do Ceará,CE,1,"INCT AS METRÓPOLES E O DIREITO À CIDADE: conhecimento, inovação e ação para o desenvolvimento urbano - Programa de Pesquisa da Rede Observatório das Metrópoles 2015-2020","Ciências Humanas, Sociais Aplicadas e Educação"
4,AS_METRÓPOLES_E,Universidade Federal do Rio Grande do Norte,RN,1,"INCT AS METRÓPOLES E O DIREITO À CIDADE: conhecimento, inovação e ação para o desenvolvimento urbano - Programa de Pesquisa da Rede Observatório das Metrópoles 2015-2020","Ciências Humanas, Sociais Aplicadas e Educação"
5,AS_METRÓPOLES_E,Universidade Federal do Rio Grande do Sul,RS,1,"INCT AS METRÓPOLES E O DIREITO À CIDADE: conhecimento, inovação e ação para o desenvolvimento urbano - Programa de Pesquisa da Rede Observatório das Metrópoles 2015-2020","Ciências Humanas, Sociais Aplicadas e Educação"
6,AS_METRÓPOLES_E,Universidade Federal do Rio de Janeiro,RJ,4,"INCT AS METRÓPOLES E O DIREITO À CIDADE: conhecimento, inovação e ação para o desenvolvimento urbano - Programa de Pesquisa da Rede Observatório das Metrópoles 2015-2020","Ciências Humanas, Sociais Aplicadas e Educação"
7,Alternativas_para_Detecção,Centro Universitário Salesiano São Paulo,SP,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
8,Alternativas_para_Detecção,"Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto",SP,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
9,Alternativas_para_Detecção,Fundação Oswaldo Cruz,RJ,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
10,Alternativas_para_Detecção,INSTITUTO FEDERAL DO PARANA,PR,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
11,Alternativas_para_Detecção,Instituto Federal do Maranhão,RS,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
12,Alternativas_para_Detecção,Instituto de Pesquisas Energéticas e Nucleares,SP,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
13,Alternativas_para_Detecção,Instituto de Química - Universidade Estadual Paulista,SP,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
14,Alternativas_para_Detecção,Instituto de Química de São Carlos,SP,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
15,Alternativas_para_Detecção,Instituto de Saúde e Biotecnologia da Universidade Federal do Amazonas,AM,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
16,Alternativas_para_Detecção,NA,NA,47,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
17,Alternativas_para_Detecção,Universidade Estadual Paulista &quot;Julio de Mesquita Filho&quot;,SP,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
18,Alternativas_para_Detecção,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,37,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
19,Alternativas_para_Detecção,Universidade Estadual de Campinas,SP,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
20,Alternativas_para_Detecção,Universidade Estadual de Londrina,PR,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
21,Alternativas_para_Detecção,Universidade Estadual de Maringá,PR,3,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
22,Alternativas_para_Detecção,Universidade Federal Fluminense,RJ,3,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
23,Alternativas_para_Detecção,Universidade Federal da Grande Dourados,MS,2,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
24,Alternativas_para_Detecção,Universidade Federal da Integração Latino-Americana,PR,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
25,Alternativas_para_Detecção,Universidade Federal de Goiás,GO,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
26,Alternativas_para_Detecção,Universidade Federal de Mato Grosso,MT,4,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
27,Alternativas_para_Detecção,Universidade Federal de Pernambuco,PE,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
28,Alternativas_para_Detecção,Universidade Federal de Sergipe,SE,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
29,Alternativas_para_Detecção,Universidade Federal de São Carlos,SP,2,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
30,Alternativas_para_Detecção,Universidade Federal de São João Del-Rei,MG,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
31,Alternativas_para_Detecção,Universidade Federal de São Paulo,SP,6,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
32,Alternativas_para_Detecção,Universidade Federal do Amapá,AP,2,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
33,Alternativas_para_Detecção,Universidade Federal do Ceará,CE,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
34,Alternativas_para_Detecção,Universidade Federal do Maranhão,MA,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
35,Alternativas_para_Detecção,Universidade Federal do Paraná,PR,3,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
36,Alternativas_para_Detecção,Universidade Federal do Rio Grande do Norte,RN,4,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
37,Alternativas_para_Detecção,Universidade Federal do Rio de Janeiro,RJ,5,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
38,Alternativas_para_Detecção,Universidade Santa Cecília,SP,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
39,Alternativas_para_Detecção,Universidade Tecnológica Federal do Paraná,PR,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
40,Alternativas_para_Detecção,Universidade de Coimbra,NA,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
41,Alternativas_para_Detecção,Universidade de São Paulo,SP,17,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
42,Alternativas_para_Detecção,Universidade do Estado do Amazonas,AM,4,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
43,Alternativas_para_Detecção,Universidade do Vale do Taquari - UNIVATES,RS,1,"INCT Alternativas para Detecção, Avaliação Toxicológica e Remoção de Micropoluentes e Radioativos (INCT-DATREM)",Ciências Exatas e da Terra
44,Analíticas_Avançadas,(EMBRAPA) Embrapa- Empresa Brasileira de Pesquisa Agropecuária,SP,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
45,Analíticas_Avançadas,Braskem - Camaçari - Eteno,BA,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
46,Analíticas_Avançadas,Braskem S.A.,BA,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
47,Analíticas_Avançadas,DEPARTAMENTO DE POLÍCIA FEDERAL,PE,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
48,Analíticas_Avançadas,Departamento de Polícia Federal,DF,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
49,Analíticas_Avançadas,EMBRAPA ALGODÃO,PB,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
50,Analíticas_Avançadas,Empresa Brasileira de Pesquisa Agropecuária,MG,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
51,Analíticas_Avançadas,Empresa Brasileira de Pesquisa Agropecuária,PB,3,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
52,Analíticas_Avançadas,Empresa Brasileira de Pesquisa Agropecuária,PE,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
53,Analíticas_Avançadas,Empresa Brasileira de Pesquisa Agropecuária,RS,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
54,Analíticas_Avançadas,Empresa Brasileira de Pesquisa Agropecuária,SP,2,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
55,Analíticas_Avançadas,Faculdade de Farmácia da Universidade do Porto,NA,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
56,Analíticas_Avançadas,Instituto Nacional de Criminalística,DF,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
57,Analíticas_Avançadas,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",GO,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
58,Analíticas_Avançadas,"Instituto Nacional de Metrologia, Qualidade e Tecnologia",RJ,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
59,Analíticas_Avançadas,Instituto Tecnológico de Aeronáutica,SP,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
60,Analíticas_Avançadas,Instituto de Tecnologia de Alimentos,SP,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
61,Analíticas_Avançadas,NA,NA,7,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
62,Analíticas_Avançadas,Pontifícia Universidade Católica de Goiás,GO,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
63,Analíticas_Avançadas,Universidade Estadual Paulista - Júlio de Mesquita Filho,SP,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
64,Analíticas_Avançadas,Universidade Estadual de Campinas,SP,10,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
65,Analíticas_Avançadas,Universidade Estadual do Norte Fluminense Darcy Ribeiro,RJ,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
66,Analíticas_Avançadas,Universidade Federal Fluminense,RJ,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
67,Analíticas_Avançadas,Universidade Federal Rural de Pernambuco,PE,3,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
68,Analíticas_Avançadas,Universidade Federal da Paraíba,PB,5,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
69,Analíticas_Avançadas,Universidade Federal de Goiás,GO,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
70,Analíticas_Avançadas,Universidade Federal de Minas Gerais,MG,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
71,Analíticas_Avançadas,Universidade Federal de Pelotas,RS,3,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
72,Analíticas_Avançadas,Universidade Federal de Pernambuco,PE,5,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
73,Analíticas_Avançadas,Universidade Federal de São Carlos,SP,6,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
74,Analíticas_Avançadas,Universidade Federal de São Paulo,SP,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
75,Analíticas_Avançadas,Universidade Federal de Viçosa,MG,2,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
76,Analíticas_Avançadas,Universidade Federal do Ceará,CE,2,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
77,Analíticas_Avançadas,Universidade Federal do Paraná,PR,3,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
78,Analíticas_Avançadas,Universidade Federal do Rio Grande do Sul,RS,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
79,Analíticas_Avançadas,Universidade Técnica de Lisboa,NA,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
80,Analíticas_Avançadas,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,CE,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
81,Analíticas_Avançadas,Universidade de Brasília,DF,4,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
82,Analíticas_Avançadas,Universidade de São Paulo,SP,5,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
83,Analíticas_Avançadas,Universidade do Estado da Bahia,BA,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
84,Analíticas_Avançadas,University of Copenhagen,NA,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
85,Analíticas_Avançadas,University of Florida,NA,1,INCT Analíticas Avançadas (INCT-AA),Ciências Exatas e da Terra
86,Ativos_Biotecnológicos_Aplicad,Ambiental Assessoria tecnica,RS,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
87,Ativos_Biotecnológicos_Aplicad,Centro Universitário Unieuro,DF,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
88,Ativos_Biotecnológicos_Aplicad,Embrapa,DF,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
89,Ativos_Biotecnológicos_Aplicad,Embrapa Agroenergia,DF,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
90,Ativos_Biotecnológicos_Aplicad,Embrapa Algodão/Núcleo Cerrado,GO,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
91,Ativos_Biotecnológicos_Aplicad,Embrapa Milho e Sorgo,MG,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
92,Ativos_Biotecnológicos_Aplicad,Embrapa Recursos Geneticos e Biotecnologia,DF,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
93,Ativos_Biotecnológicos_Aplicad,Embrapa Recursos Genéticos e Biotecnologia,DF,4,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
94,Ativos_Biotecnológicos_Aplicad,Embrapa Soja,PR,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
95,Ativos_Biotecnológicos_Aplicad,Empresa Brasileira de Pesquisa Agropecuária,CE,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
96,Ativos_Biotecnológicos_Aplicad,Empresa Brasileira de Pesquisa Agropecuária,DF,30,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
97,Ativos_Biotecnológicos_Aplicad,Empresa Brasileira de Pesquisa Agropecuária,GO,2,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
98,Ativos_Biotecnológicos_Aplicad,Empresa Brasileira de Pesquisa Agropecuária,MG,7,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
99,Ativos_Biotecnológicos_Aplicad,Empresa Brasileira de Pesquisa Agropecuária,PB,6,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
100,Ativos_Biotecnológicos_Aplicad,Empresa Brasileira de Pesquisa Agropecuária,PR,4,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
101,Ativos_Biotecnológicos_Aplicad,Empresa de Assistência Técnica e Extensão Rural do Ceará,CE,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
102,Ativos_Biotecnológicos_Aplicad,Empresa de Pesquisa Agropecuária de Minas Gerais,MG,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
103,Ativos_Biotecnológicos_Aplicad,"Escola de engenharia de Lorena, USP",SP,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
104,Ativos_Biotecnológicos_Aplicad,Faculdade Maurício de Nassau - Campina Grande,PB,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
105,Ativos_Biotecnológicos_Aplicad,Faculdade de Excelência,BA,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
106,Ativos_Biotecnológicos_Aplicad,Fundação Oswaldo Cruz,RJ,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
107,Ativos_Biotecnológicos_Aplicad,Institut National de la Recherche Agronomique,NA,2,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
108,Ativos_Biotecnológicos_Aplicad,Institut de Recherche pour le Développement,NA,2,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
109,Ativos_Biotecnológicos_Aplicad,Instituto Federal Catarinense,SC,2,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
110,Ativos_Biotecnológicos_Aplicad,Instituto Federal Farroupilha,RS,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
111,Ativos_Biotecnológicos_Aplicad,Instituto Federal Goiano,GO,2,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
112,Ativos_Biotecnológicos_Aplicad,"Instituto Federal de Educação, Ciência e Tecnologia de Goiás",GO,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
113,Ativos_Biotecnológicos_Aplicad,Instituto Mato-grossense do Algodão,MT,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
114,Ativos_Biotecnológicos_Aplicad,NA,DF,2,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
115,Ativos_Biotecnológicos_Aplicad,NA,NA,50,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
116,Ativos_Biotecnológicos_Aplicad,Neoprospecta Pesquisa e Consultoria,SC,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
117,Ativos_Biotecnológicos_Aplicad,Prefeitura de Sinimbu,RS,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
118,Ativos_Biotecnológicos_Aplicad,Robô Ciência,RN,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
119,Ativos_Biotecnológicos_Aplicad,SEMPRE AGTECH LTDA,SP,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
120,Ativos_Biotecnológicos_Aplicad,Souto Correa Advogados,RS,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
121,Ativos_Biotecnológicos_Aplicad,Universidade Católica de Brasília,DF,2,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
122,Ativos_Biotecnológicos_Aplicad,Universidade Estadual Paulista,SP,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
123,Ativos_Biotecnológicos_Aplicad,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
124,Ativos_Biotecnológicos_Aplicad,Universidade Estadual da Paraíba,PB,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
125,Ativos_Biotecnológicos_Aplicad,Universidade Estadual de Campinas,SP,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
126,Ativos_Biotecnológicos_Aplicad,Universidade Estadual do Ceará,CE,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
127,Ativos_Biotecnológicos_Aplicad,Universidade Federal Fluminense,RJ,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
128,Ativos_Biotecnológicos_Aplicad,Universidade Federal Rural da Amazônia,PA,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
129,Ativos_Biotecnológicos_Aplicad,Universidade Federal Rural de Pernambuco,PE,2,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
130,Ativos_Biotecnológicos_Aplicad,Universidade Federal Rural do Rio de Janeiro,RJ,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
131,Ativos_Biotecnológicos_Aplicad,Universidade Federal de Pelotas,RS,3,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
132,Ativos_Biotecnológicos_Aplicad,"Universidade Federal de Pelotas, Faculdade de Agronomia Eliseu Maciel",RS,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
133,Ativos_Biotecnológicos_Aplicad,Universidade Federal de Santa Catarina,SC,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
134,Ativos_Biotecnológicos_Aplicad,Universidade Federal de Viçosa,MG,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
135,Ativos_Biotecnológicos_Aplicad,Universidade Federal do Ceará,CE,5,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
136,Ativos_Biotecnológicos_Aplicad,Universidade Federal do Pará,PA,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
137,Ativos_Biotecnológicos_Aplicad,Universidade Federal do Rio Grande do Sul,RS,21,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
138,Ativos_Biotecnológicos_Aplicad,Universidade Federal do Rio de Janeiro,RJ,9,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
139,Ativos_Biotecnológicos_Aplicad,Universidade de Brasília,DF,11,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
140,Ativos_Biotecnológicos_Aplicad,Universidade de São Paulo,SP,3,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
141,Ativos_Biotecnológicos_Aplicad,Universidade do Oeste Paulista,SP,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
142,Ativos_Biotecnológicos_Aplicad,University of Exeter,NA,1,INCT Ativos Biotecnológicos Aplicados à Seca e Pragas de Culturas Relevantes ao Agronegócio,Ciências Biológicas
143,Biologia_Sintetica,ASSOCIACAO INSTITUTO TECNOLOGICO VALE - ITV,PA,1,INCT Biologia Sintetica,Ciências Biológicas
144,Biologia_Sintetica,Centro Nacional de Pesquisa em Energia e Materiais,SP,1,INCT Biologia Sintetica,Ciências Biológicas
