inct_folder,formacao_mais_alta,qtd,nome_inct,area
195,de_Ciência_Animal,Livre-Docência,10,INCT de Ciência Animal,Ciências Agrárias e Agronegócios
196,de_Ciência_Animal,Pós-Doutorado,45,INCT de Ciência Animal,Ciências Agrárias e Agronegócios
197,de_Doenças_Tropicais,Doutorado,6,INCT de Doenças Tropicais,Saúde
198,de_Doenças_Tropicais,Livre-Docência,3,INCT de Doenças Tropicais,Saúde
199,de_Doenças_Tropicais,Pós-Doutorado,12,INCT de Doenças Tropicais,Saúde
200,de_Energia_Elétrica,Doutorado,44,INCT de Energia Elétrica (INCT-INERGE),"Engenharias, Energias e Tecnologias da Informação"
201,de_Energia_Elétrica,Especialização,2,INCT de Energia Elétrica (INCT-INERGE),"Engenharias, Energias e Tecnologias da Informação"
202,de_Energia_Elétrica,Graduação,20,INCT de Energia Elétrica (INCT-INERGE),"Engenharias, Energias e Tecnologias da Informação"
203,de_Energia_Elétrica,Livre-Docência,4,INCT de Energia Elétrica (INCT-INERGE),"Engenharias, Energias e Tecnologias da Informação"
204,de_Energia_Elétrica,Mestrado,11,INCT de Energia Elétrica (INCT-INERGE),"Engenharias, Energias e Tecnologias da Informação"
205,de_Energia_Elétrica,Pós-Doutorado,43,INCT de Energia Elétrica (INCT-INERGE),"Engenharias, Energias e Tecnologias da Informação"
206,de_Energia_e,Doutorado,32,INCT de Energia e Ambiente,Ciências Exatas e da Terra
207,de_Energia_e,Graduação,3,INCT de Energia e Ambiente,Ciências Exatas e da Terra
208,de_Energia_e,Livre-Docência,1,INCT de Energia e Ambiente,Ciências Exatas e da Terra
209,de_Energia_e,Mestrado,3,INCT de Energia e Ambiente,Ciências Exatas e da Terra
210,de_Energia_e,Pós-Doutorado,53,INCT de Energia e Ambiente,Ciências Exatas e da Terra
211,de_Energias_Oceânicas,Doutorado,23,INCT de Energias Oceânicas e Fluviais (INCT-INEOF),"Engenharias, Energias e Tecnologias da Informação"
212,de_Energias_Oceânicas,Graduação,1,INCT de Energias Oceânicas e Fluviais (INCT-INEOF),"Engenharias, Energias e Tecnologias da Informação"
213,de_Energias_Oceânicas,Mestrado,7,INCT de Energias Oceânicas e Fluviais (INCT-INEOF),"Engenharias, Energias e Tecnologias da Informação"
214,de_Energias_Oceânicas,Pós-Doutorado,12,INCT de Energias Oceânicas e Fluviais (INCT-INEOF),"Engenharias, Energias e Tecnologias da Informação"
215,de_Engenharia_de,Doutorado,7,INCT de Engenharia de Superfícies,Ciências Exatas e da Terra
216,de_Engenharia_de,Livre-Docência,3,INCT de Engenharia de Superfícies,Ciências Exatas e da Terra
217,de_Engenharia_de,Pós-Doutorado,38,INCT de Engenharia de Superfícies,Ciências Exatas e da Terra
218,de_Entomologia_Molecular,Doutorado,84,INCT de Entomologia Molecular,Ciências Biológicas
219,de_Entomologia_Molecular,Livre-Docência,10,INCT de Entomologia Molecular,Ciências Biológicas
220,de_Entomologia_Molecular,Mestrado,2,INCT de Entomologia Molecular,Ciências Biológicas
221,de_Entomologia_Molecular,Pós-Doutorado,206,INCT de Entomologia Molecular,Ciências Biológicas
222,de_Epidemiologia_da,Doutorado,53,INCT de Epidemiologia da Amazônia Ocidental,Saúde
223,de_Epidemiologia_da,Ensino Fundamental,1,INCT de Epidemiologia da Amazônia Ocidental,Saúde
224,de_Epidemiologia_da,Ensino Médio,7,INCT de Epidemiologia da Amazônia Ocidental,Saúde
225,de_Epidemiologia_da,Especialização,6,INCT de Epidemiologia da Amazônia Ocidental,Saúde
226,de_Epidemiologia_da,Graduação,13,INCT de Epidemiologia da Amazônia Ocidental,Saúde
227,de_Epidemiologia_da,Livre-Docência,7,INCT de Epidemiologia da Amazônia Ocidental,Saúde
228,de_Epidemiologia_da,Mestrado,28,INCT de Epidemiologia da Amazônia Ocidental,Saúde
229,de_Epidemiologia_da,Pós-Doutorado,32,INCT de Epidemiologia da Amazônia Ocidental,Saúde
230,de_Estudos_Comparados,Doutorado,185,INCT de Estudos Comparados em Administração Institucional de Conflitos,"Ciências Humanas, Sociais Aplicadas e Educação"
231,de_Estudos_Comparados,Ensino Fundamental,1,INCT de Estudos Comparados em Administração Institucional de Conflitos,"Ciências Humanas, Sociais Aplicadas e Educação"
232,de_Estudos_Comparados,Ensino Médio,4,INCT de Estudos Comparados em Administração Institucional de Conflitos,"Ciências Humanas, Sociais Aplicadas e Educação"
233,de_Estudos_Comparados,Especialização,12,INCT de Estudos Comparados em Administração Institucional de Conflitos,"Ciências Humanas, Sociais Aplicadas e Educação"
234,de_Estudos_Comparados,Graduação,85,INCT de Estudos Comparados em Administração Institucional de Conflitos,"Ciências Humanas, Sociais Aplicadas e Educação"
235,de_Estudos_Comparados,Livre-Docência,2,INCT de Estudos Comparados em Administração Institucional de Conflitos,"Ciências Humanas, Sociais Aplicadas e Educação"
236,de_Estudos_Comparados,Mestrado,119,INCT de Estudos Comparados em Administração Institucional de Conflitos,"Ciências Humanas, Sociais Aplicadas e Educação"
237,de_Estudos_Comparados,Pós-Doutorado,125,INCT de Estudos Comparados em Administração Institucional de Conflitos,"Ciências Humanas, Sociais Aplicadas e Educação"
238,de_Fluidos_Complexos,Doutorado,12,INCT de Fluidos Complexos,Ciências Exatas e da Terra
239,de_Fluidos_Complexos,Livre-Docência,22,INCT de Fluidos Complexos,Ciências Exatas e da Terra
240,de_Fluidos_Complexos,Pós-Doutorado,46,INCT de Fluidos Complexos,Ciências Exatas e da Terra
241,de_Fotônica,Curso Técnico,2,INCT de Fotônica (INCT-INFO),Ciências Exatas e da Terra
242,de_Fotônica,Doutorado,101,INCT de Fotônica (INCT-INFO),Ciências Exatas e da Terra
243,de_Fotônica,Especialização,14,INCT de Fotônica (INCT-INFO),Ciências Exatas e da Terra
244,de_Fotônica,Graduação,23,INCT de Fotônica (INCT-INFO),Ciências Exatas e da Terra
245,de_Fotônica,Livre-Docência,13,INCT de Fotônica (INCT-INFO),Ciências Exatas e da Terra
246,de_Fotônica,Mestrado,43,INCT de Fotônica (INCT-INFO),Ciências Exatas e da Terra
247,de_Fotônica,Pós-Doutorado,111,INCT de Fotônica (INCT-INFO),Ciências Exatas e da Terra
248,de_Frutos_Tropicais,Doutorado,13,INCT de Frutos Tropicais,Ciências Agrárias e Agronegócios
249,de_Frutos_Tropicais,Especialização,1,INCT de Frutos Tropicais,Ciências Agrárias e Agronegócios
250,de_Frutos_Tropicais,Livre-Docência,3,INCT de Frutos Tropicais,Ciências Agrárias e Agronegócios
251,de_Frutos_Tropicais,Mestrado,1,INCT de Frutos Tropicais,Ciências Agrárias e Agronegócios
252,de_Frutos_Tropicais,Pós-Doutorado,16,INCT de Frutos Tropicais,Ciências Agrárias e Agronegócios
253,de_Fármacos_e,Doutorado,16,INCT de Fármacos e Medicamentos,Ciências Exatas e da Terra
254,de_Fármacos_e,Graduação,1,INCT de Fármacos e Medicamentos,Ciências Exatas e da Terra
255,de_Fármacos_e,Livre-Docência,3,INCT de Fármacos e Medicamentos,Ciências Exatas e da Terra
256,de_Fármacos_e,Pós-Doutorado,43,INCT de Fármacos e Medicamentos,Ciências Exatas e da Terra
257,de_Genética_Médica,Curso Técnico,1,INCT de Genética Médica Populacional (INCT-INAGEMP),Ciências Biológicas
258,de_Genética_Médica,Doutorado,85,INCT de Genética Médica Populacional (INCT-INAGEMP),Ciências Biológicas
259,de_Genética_Médica,Especialização,6,INCT de Genética Médica Populacional (INCT-INAGEMP),Ciências Biológicas
260,de_Genética_Médica,Graduação,15,INCT de Genética Médica Populacional (INCT-INAGEMP),Ciências Biológicas
261,de_Genética_Médica,Livre-Docência,6,INCT de Genética Médica Populacional (INCT-INAGEMP),Ciências Biológicas
262,de_Genética_Médica,Mestrado,34,INCT de Genética Médica Populacional (INCT-INAGEMP),Ciências Biológicas
263,de_Genética_Médica,Pós-Doutorado,66,INCT de Genética Médica Populacional (INCT-INAGEMP),Ciências Biológicas
264,de_Genômica_Comparativa,Doutorado,42,INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Ciências Agrárias e Agronegócios
265,de_Genômica_Comparativa,Especialização,3,INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Ciências Agrárias e Agronegócios
266,de_Genômica_Comparativa,Graduação,17,INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Ciências Agrárias e Agronegócios
267,de_Genômica_Comparativa,Livre-Docência,7,INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Ciências Agrárias e Agronegócios
268,de_Genômica_Comparativa,Mestrado,12,INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Ciências Agrárias e Agronegócios
269,de_Genômica_Comparativa,Pós-Doutorado,57,INCT de Genômica Comparativa e Funcional e Melhoramento Assistido de Citros.,Ciências Agrárias e Agronegócios
270,de_Geofísica_do,Doutorado,46,INCT de Geofísica do Petróleo,Ciências Exatas e da Terra
271,de_Geofísica_do,Graduação,11,INCT de Geofísica do Petróleo,Ciências Exatas e da Terra
272,de_Geofísica_do,Livre-Docência,6,INCT de Geofísica do Petróleo,Ciências Exatas e da Terra
273,de_Geofísica_do,Mestrado,10,INCT de Geofísica do Petróleo,Ciências Exatas e da Terra
274,de_Geofísica_do,Pós-Doutorado,27,INCT de Geofísica do Petróleo,Ciências Exatas e da Terra
275,de_Hormônios_e,Doutorado,43,INCT de Hormônios e Saúde da Mulher,Saúde
276,de_Hormônios_e,Especialização,1,INCT de Hormônios e Saúde da Mulher,Saúde
277,de_Hormônios_e,Graduação,2,INCT de Hormônios e Saúde da Mulher,Saúde
278,de_Hormônios_e,Livre-Docência,14,INCT de Hormônios e Saúde da Mulher,Saúde
279,de_Hormônios_e,Mestrado,6,INCT de Hormônios e Saúde da Mulher,Saúde
280,de_Hormônios_e,Pós-Doutorado,35,INCT de Hormônios e Saúde da Mulher,Saúde
281,de_Inovação_em,Doutorado,119,INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Saúde
282,de_Inovação_em,Ensino Médio,1,INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Saúde
283,de_Inovação_em,Especialização,8,INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Saúde
284,de_Inovação_em,Graduação,14,INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Saúde
285,de_Inovação_em,Livre-Docência,2,INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Saúde
286,de_Inovação_em,Mestrado,23,INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Saúde
287,de_Inovação_em,Pós-Doutorado,102,INCT de Inovação em Doenças de Populações Negligenciadas (INCT-IDPN),Saúde
288,de_Investigação_em,Doutorado,3,INCT de Investigação em Imunologia,Ciências Biológicas
289,de_Investigação_em,Livre-Docência,16,INCT de Investigação em Imunologia,Ciências Biológicas
290,de_Investigação_em,Pós-Doutorado,16,INCT de Investigação em Imunologia,Ciências Biológicas
291,de_Madeiras_da,Doutorado,40,INCT de Madeiras da Amazônia,Ciências Agrárias e Agronegócios
292,de_Madeiras_da,Especialização,1,INCT de Madeiras da Amazônia,Ciências Agrárias e Agronegócios
293,de_Madeiras_da,Graduação,1,INCT de Madeiras da Amazônia,Ciências Agrárias e Agronegócios
294,de_Madeiras_da,Livre-Docência,3,INCT de Madeiras da Amazônia,Ciências Agrárias e Agronegócios
295,de_Madeiras_da,Mestrado,5,INCT de Madeiras da Amazônia,Ciências Agrárias e Agronegócios
296,de_Madeiras_da,Pós-Doutorado,19,INCT de Madeiras da Amazônia,Ciências Agrárias e Agronegócios
297,de_Matemática,Doutorado,267,INCT de Matemática,Ciências Exatas e da Terra
298,de_Matemática,Especialização,1,INCT de Matemática,Ciências Exatas e da Terra
299,de_Matemática,Graduação,1,INCT de Matemática,Ciências Exatas e da Terra
300,de_Matemática,Livre-Docência,124,INCT de Matemática,Ciências Exatas e da Terra
301,de_Matemática,Mestrado,16,INCT de Matemática,Ciências Exatas e da Terra
302,de_Matemática,Pós-Doutorado,405,INCT de Matemática,Ciências Exatas e da Terra
303,de_Nanomateriais_de,Doutorado,11,INCT de Nanomateriais de Carbono,Ciências Exatas e da Terra
304,de_Nanomateriais_de,Graduação,1,INCT de Nanomateriais de Carbono,Ciências Exatas e da Terra
305,de_Nanomateriais_de,Livre-Docência,3,INCT de Nanomateriais de Carbono,Ciências Exatas e da Terra
306,de_Nanomateriais_de,Mestrado,1,INCT de Nanomateriais de Carbono,Ciências Exatas e da Terra
307,de_Nanomateriais_de,Pós-Doutorado,102,INCT de Nanomateriais de Carbono,Ciências Exatas e da Terra
308,de_Neurociência_Translacional,Doutorado,14,INCT de Neurociência Translacional,Saúde
309,de_Neurociência_Translacional,Livre-Docência,9,INCT de Neurociência Translacional,Saúde
310,de_Neurociência_Translacional,Pós-Doutorado,111,INCT de Neurociência Translacional,Saúde
311,de_Obesidade_e,Doutorado,6,INCT de Obesidade e Diabetes,Saúde
312,de_Obesidade_e,Livre-Docência,22,INCT de Obesidade e Diabetes,Saúde
313,de_Obesidade_e,Pós-Doutorado,7,INCT de Obesidade e Diabetes,Saúde
314,de_Oncogenômica_e,Doutorado,69,INCT de Oncogenômica e Inovação Terapêutica,Saúde
315,de_Oncogenômica_e,Especialização,4,INCT de Oncogenômica e Inovação Terapêutica,Saúde
316,de_Oncogenômica_e,Graduação,5,INCT de Oncogenômica e Inovação Terapêutica,Saúde
317,de_Oncogenômica_e,Livre-Docência,10,INCT de Oncogenômica e Inovação Terapêutica,Saúde
318,de_Oncogenômica_e,Mestrado,20,INCT de Oncogenômica e Inovação Terapêutica,Saúde
319,de_Oncogenômica_e,Pós-Doutorado,44,INCT de Oncogenômica e Inovação Terapêutica,Saúde
320,de_Pesquisa_em,Doutorado,9,INCT de Pesquisa em Resistência a Antimicrobianos,Ciências Biológicas
321,de_Pesquisa_em,Pós-Doutorado,10,INCT de Pesquisa em Resistência a Antimicrobianos,Ciências Biológicas
322,de_Políticas_Públicas,Doutorado,13,"INCT de Políticas Públicas, Estratégias e Desenvolvimento","Ciências Humanas, Sociais Aplicadas e Educação"
323,de_Políticas_Públicas,Livre-Docência,3,"INCT de Políticas Públicas, Estratégias e Desenvolvimento","Ciências Humanas, Sociais Aplicadas e Educação"
324,de_Políticas_Públicas,Mestrado,2,"INCT de Políticas Públicas, Estratégias e Desenvolvimento","Ciências Humanas, Sociais Aplicadas e Educação"
325,de_Políticas_Públicas,Pós-Doutorado,41,"INCT de Políticas Públicas, Estratégias e Desenvolvimento","Ciências Humanas, Sociais Aplicadas e Educação"
326,de_Psiquiatria_do,Doutorado,28,INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Saúde
327,de_Psiquiatria_do,Especialização,4,INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Saúde
328,de_Psiquiatria_do,Graduação,4,INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Saúde
329,de_Psiquiatria_do,Livre-Docência,18,INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Saúde
330,de_Psiquiatria_do,Mestrado,4,INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Saúde
331,de_Psiquiatria_do,Pós-Doutorado,38,INCT de Psiquiatria do Desenvolvimento para Crianças e Adolescentes,Saúde
332,de_Semioquímicos_na,Doutorado,3,INCT de Semioquímicos na Agricultura,Ciências Agrárias e Agronegócios
333,de_Semioquímicos_na,Livre-Docência,2,INCT de Semioquímicos na Agricultura,Ciências Agrárias e Agronegócios
334,de_Semioquímicos_na,Pós-Doutorado,8,INCT de Semioquímicos na Agricultura,Ciências Agrárias e Agronegócios
335,de_Sistemas_Complexos,Doutorado,25,INCT de Sistemas Complexos,Ciências Exatas e da Terra
336,de_Sistemas_Complexos,Graduação,1,INCT de Sistemas Complexos,Ciências Exatas e da Terra
337,de_Sistemas_Complexos,Livre-Docência,2,INCT de Sistemas Complexos,Ciências Exatas e da Terra
338,de_Sistemas_Complexos,Mestrado,2,INCT de Sistemas Complexos,Ciências Exatas e da Terra
339,de_Sistemas_Complexos,Pós-Doutorado,46,INCT de Sistemas Complexos,Ciências Exatas e da Terra
340,de_Vacinas,Doutorado,5,INCT de Vacinas,Ciências Biológicas
341,de_Vacinas,Livre-Docência,7,INCT de Vacinas,Ciências Biológicas
342,de_Vacinas,Pós-Doutorado,26,INCT de Vacinas,Ciências Biológicas
343,de_Óptica_Básica,Curso Técnico,2,INCT de Óptica Básica e Aplicada às Ciências da Vida,Ciências Exatas e da Terra
344,de_Óptica_Básica,Doutorado,9,INCT de Óptica Básica e Aplicada às Ciências da Vida,Ciências Exatas e da Terra
345,de_Óptica_Básica,Ensino Médio,1,INCT de Óptica Básica e Aplicada às Ciências da Vida,Ciências Exatas e da Terra
346,de_Óptica_Básica,Graduação,3,INCT de Óptica Básica e Aplicada às Ciências da Vida,Ciências Exatas e da Terra
347,de_Óptica_Básica,Livre-Docência,20,INCT de Óptica Básica e Aplicada às Ciências da Vida,Ciências Exatas e da Terra
348,de_Óptica_Básica,Mestrado,3,INCT de Óptica Básica e Aplicada às Ciências da Vida,Ciências Exatas e da Terra
349,de_Óptica_Básica,Pós-Doutorado,33,INCT de Óptica Básica e Aplicada às Ciências da Vida,Ciências Exatas e da Terra
350,do_Bioetanol,Doutorado,25,INCT do Bioetanol,Ciências Biológicas
351,do_Bioetanol,Especialização,2,INCT do Bioetanol,Ciências Biológicas
352,do_Bioetanol,Graduação,3,INCT do Bioetanol,Ciências Biológicas
353,do_Bioetanol,Livre-Docência,15,INCT do Bioetanol,Ciências Biológicas
354,do_Bioetanol,Mestrado,3,INCT do Bioetanol,Ciências Biológicas
355,do_Bioetanol,Pós-Doutorado,34,INCT do Bioetanol,Ciências Biológicas
356,do_Café,Doutorado,64,INCT do Café,Ciências Agrárias e Agronegócios
357,do_Café,Especialização,1,INCT do Café,Ciências Agrárias e Agronegócios
358,do_Café,Graduação,1,INCT do Café,Ciências Agrárias e Agronegócios
359,do_Café,Mestrado,1,INCT do Café,Ciências Agrárias e Agronegócios
360,do_Café,Pós-Doutorado,49,INCT do Café,Ciências Agrárias e Agronegócios
361,do_e_Universo,Doutorado,23,INCT do e-Universo,Ciências Exatas e da Terra
362,do_e_Universo,Graduação,16,INCT do e-Universo,Ciências Exatas e da Terra
363,do_e_Universo,Livre-Docência,2,INCT do e-Universo,Ciências Exatas e da Terra
364,do_e_Universo,Mestrado,14,INCT do e-Universo,Ciências Exatas e da Terra
365,do_e_Universo,Pós-Doutorado,44,INCT do e-Universo,Ciências Exatas e da Terra
366,dos_Hymenoptera_Parasitóides,Curso Técnico,1,INCT dos Hymenoptera Parasitóides ,Ciências Biológicas
367,dos_Hymenoptera_Parasitóides,Doutorado,119,INCT dos Hymenoptera Parasitóides ,Ciências Biológicas
368,dos_Hymenoptera_Parasitóides,Ensino Médio,3,INCT dos Hymenoptera Parasitóides ,Ciências Biológicas
369,dos_Hymenoptera_Parasitóides,Especialização,8,INCT dos Hymenoptera Parasitóides ,Ciências Biológicas
370,dos_Hymenoptera_Parasitóides,Graduação,44,INCT dos Hymenoptera Parasitóides ,Ciências Biológicas
371,dos_Hymenoptera_Parasitóides,Livre-Docência,3,INCT dos Hymenoptera Parasitóides ,Ciências Biológicas
372,dos_Hymenoptera_Parasitóides,Mestrado,55,INCT dos Hymenoptera Parasitóides ,Ciências Biológicas
373,dos_Hymenoptera_Parasitóides,Pós-Doutorado,76,INCT dos Hymenoptera Parasitóides ,Ciências Biológicas
374,em_Ambientes_Marinhos,Doutorado,79,INCT em Ambientes Marinhos Tropicais,Ciências Exatas e da Terra
375,em_Ambientes_Marinhos,Livre-Docência,6,INCT em Ambientes Marinhos Tropicais,Ciências Exatas e da Terra
376,em_Ambientes_Marinhos,Mestrado,1,INCT em Ambientes Marinhos Tropicais,Ciências Exatas e da Terra
377,em_Ambientes_Marinhos,Pós-Doutorado,86,INCT em Ambientes Marinhos Tropicais,Ciências Exatas e da Terra
378,em_Biodiversidade_e,Doutorado,98,INCT em Biodiversidade e Produtos Naturais (INCT-BioNat),Ciências Exatas e da Terra
379,em_Biodiversidade_e,Ensino Médio,2,INCT em Biodiversidade e Produtos Naturais (INCT-BioNat),Ciências Exatas e da Terra
380,em_Biodiversidade_e,Especialização,4,INCT em Biodiversidade e Produtos Naturais (INCT-BioNat),Ciências Exatas e da Terra
381,em_Biodiversidade_e,Graduação,27,INCT em Biodiversidade e Produtos Naturais (INCT-BioNat),Ciências Exatas e da Terra
382,em_Biodiversidade_e,Livre-Docência,22,INCT em Biodiversidade e Produtos Naturais (INCT-BioNat),Ciências Exatas e da Terra
383,em_Biodiversidade_e,Mestrado,26,INCT em Biodiversidade e Produtos Naturais (INCT-BioNat),Ciências Exatas e da Terra
384,em_Biodiversidade_e,Pós-Doutorado,88,INCT em Biodiversidade e Produtos Naturais (INCT-BioNat),Ciências Exatas e da Terra
385,em_Comunicação_Pública,Doutorado,43,INCT em Comunicação Pública da Ciência e Tecnologia,"Ciências Humanas, Sociais Aplicadas e Educação"
386,em_Comunicação_Pública,Especialização,4,INCT em Comunicação Pública da Ciência e Tecnologia,"Ciências Humanas, Sociais Aplicadas e Educação"
387,em_Comunicação_Pública,Graduação,7,INCT em Comunicação Pública da Ciência e Tecnologia,"Ciências Humanas, Sociais Aplicadas e Educação"
388,em_Comunicação_Pública,Livre-Docência,2,INCT em Comunicação Pública da Ciência e Tecnologia,"Ciências Humanas, Sociais Aplicadas e Educação"
389,em_Comunicação_Pública,Mestrado,8,INCT em Comunicação Pública da Ciência e Tecnologia,"Ciências Humanas, Sociais Aplicadas e Educação"
390,em_Comunicação_Pública,Pós-Doutorado,27,INCT em Comunicação Pública da Ciência e Tecnologia,"Ciências Humanas, Sociais Aplicadas e Educação"
391,em_Células_Tronco,Doutorado,22,INCT em Células-Tronco e Terapia Celular no Câncer,Saúde
392,em_Células_Tronco,Especialização,2,INCT em Células-Tronco e Terapia Celular no Câncer,Saúde
393,em_Células_Tronco,Graduação,4,INCT em Células-Tronco e Terapia Celular no Câncer,Saúde
394,em_Células_Tronco,Livre-Docência,31,INCT em Células-Tronco e Terapia Celular no Câncer,Saúde
395,em_Células_Tronco,Mestrado,5,INCT em Células-Tronco e Terapia Celular no Câncer,Saúde
396,em_Células_Tronco,Pós-Doutorado,43,INCT em Células-Tronco e Terapia Celular no Câncer,Saúde
397,em_Democracia_Digital,Doutorado,31,INCT em Democracia Digital,"Ciências Humanas, Sociais Aplicadas e Educação"
398,em_Democracia_Digital,Pós-Doutorado,53,INCT em Democracia Digital,"Ciências Humanas, Sociais Aplicadas e Educação"
399,em_Dengue_e,Doutorado,7,INCT em Dengue e Interação Microorganismo-hospedeiro,Ciências Biológicas
400,em_Dengue_e,Livre-Docência,5,INCT em Dengue e Interação Microorganismo-hospedeiro,Ciências Biológicas
401,em_Dengue_e,Pós-Doutorado,44,INCT em Dengue e Interação Microorganismo-hospedeiro,Ciências Biológicas
402,em_Eletrônica_Orgânica,Doutorado,13,INCT em Eletrônica Orgânica (INCT-INEO),Ciências Exatas e da Terra
403,em_Eletrônica_Orgânica,Livre-Docência,23,INCT em Eletrônica Orgânica (INCT-INEO),Ciências Exatas e da Terra
404,em_Eletrônica_Orgânica,Pós-Doutorado,60,INCT em Eletrônica Orgânica (INCT-INEO),Ciências Exatas e da Terra
405,em_Estudos_Interdisciplinares,Doutorado,63,INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Ciências Biológicas
406,em_Estudos_Interdisciplinares,Especialização,1,INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Ciências Biológicas
407,em_Estudos_Interdisciplinares,Graduação,4,INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Ciências Biológicas
408,em_Estudos_Interdisciplinares,Livre-Docência,9,INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Ciências Biológicas
409,em_Estudos_Interdisciplinares,Mestrado,13,INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Ciências Biológicas
410,em_Estudos_Interdisciplinares,Pós-Doutorado,102,INCT em Estudos Interdisciplinares e Transdisciplinares em Ecologia e Evolução (INCT-TREE),Ciências Biológicas
411,em_Estudos_Tectônicos,Doutorado,25,INCT em Estudos Tectônicos,Ciências Exatas e da Terra
412,em_Estudos_Tectônicos,Livre-Docência,7,INCT em Estudos Tectônicos,Ciências Exatas e da Terra
413,em_Estudos_Tectônicos,Mestrado,4,INCT em Estudos Tectônicos,Ciências Exatas e da Terra
414,em_Estudos_Tectônicos,Pós-Doutorado,17,INCT em Estudos Tectônicos,Ciências Exatas e da Terra
415,em_Fotônica_Aplicada,Doutorado,21,INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Ciências Biológicas
416,em_Fotônica_Aplicada,Especialização,1,INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Ciências Biológicas
417,em_Fotônica_Aplicada,Graduação,4,INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Ciências Biológicas
418,em_Fotônica_Aplicada,Livre-Docência,22,INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Ciências Biológicas
419,em_Fotônica_Aplicada,Mestrado,9,INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Ciências Biológicas
420,em_Fotônica_Aplicada,Pós-Doutorado,37,INCT em Fotônica Aplicada à Biologia Celular (INCT-INFABiC),Ciências Biológicas
421,em_Geração_Distribuída,Doutorado,43,INCT em Geração Distribuída de Energia Elétrica,"Engenharias, Energias e Tecnologias da Informação"
422,em_Geração_Distribuída,Especialização,1,INCT em Geração Distribuída de Energia Elétrica,"Engenharias, Energias e Tecnologias da Informação"
423,em_Geração_Distribuída,Graduação,2,INCT em Geração Distribuída de Energia Elétrica,"Engenharias, Energias e Tecnologias da Informação"
424,em_Geração_Distribuída,Livre-Docência,2,INCT em Geração Distribuída de Energia Elétrica,"Engenharias, Energias e Tecnologias da Informação"
425,em_Geração_Distribuída,Mestrado,5,INCT em Geração Distribuída de Energia Elétrica,"Engenharias, Energias e Tecnologias da Informação"
426,em_Geração_Distribuída,Pós-Doutorado,19,INCT em Geração Distribuída de Energia Elétrica,"Engenharias, Energias e Tecnologias da Informação"
427,em_Materiais_Complexos,Curso Técnico,2,INCT em Materiais Complexos Funcionais (INCT-Inomat),Ciências Exatas e da Terra
428,em_Materiais_Complexos,Doutorado,77,INCT em Materiais Complexos Funcionais (INCT-Inomat),Ciências Exatas e da Terra
429,em_Materiais_Complexos,Ensino Médio,1,INCT em Materiais Complexos Funcionais (INCT-Inomat),Ciências Exatas e da Terra
430,em_Materiais_Complexos,Especialização,2,INCT em Materiais Complexos Funcionais (INCT-Inomat),Ciências Exatas e da Terra
431,em_Materiais_Complexos,Graduação,39,INCT em Materiais Complexos Funcionais (INCT-Inomat),Ciências Exatas e da Terra
432,em_Materiais_Complexos,Livre-Docência,14,INCT em Materiais Complexos Funcionais (INCT-Inomat),Ciências Exatas e da Terra
433,em_Materiais_Complexos,Mestrado,37,INCT em Materiais Complexos Funcionais (INCT-Inomat),Ciências Exatas e da Terra
434,em_Materiais_Complexos,Pós-Doutorado,106,INCT em Materiais Complexos Funcionais (INCT-Inomat),Ciências Exatas e da Terra
435,em_Medicina_Assistida,Doutorado,115,INCT em Medicina Assistida por Computação Científica (INCT-MACC),"Engenharias, Energias e Tecnologias da Informação"
436,em_Medicina_Assistida,Especialização,2,INCT em Medicina Assistida por Computação Científica (INCT-MACC),"Engenharias, Energias e Tecnologias da Informação"
